REG_CUSER,REG_SNO,AIR_TYPE,AIR_BUILD_DATE,AIR_AGE,REG_DATE,AIR_LIMIT_MAN,AIR_FLY_WEIGHT,REG_JANG,PROC_TYPE,PRJ_GBN
(재)스타항공우주,HL9493,MI-2,1988-09-25,30,2010-12-27,9,3550kg,예천군 감천면,구매,항공기사용사업
(재)스타항공우주,HL9492,MI-2,1987-05-05,32,2010-12-28,9,3550kg,예천군 감천면,구매,항공기사용사업
(재)스타항공우주,HL9494,MI-2,1973-01-01,46,2011-01-05,9,3550kg,예천군 감천면,구매,항공기사용사업
(재)스타항공우주,HL9471,MI-2,1986-09-30,32,2012-04-19,9,3550kg,예천군 감천면,구매,항공기사용사업
(재)스타항공우주,HL9301,BELL206B,1978-07-19,40,2012-10-18,5,1450kg,예천군 감천면,구매,소형항공기운송사업
(재)스타항공우주,HL9303,BELL206L-1,1981-01-01,38,2014-03-17,7,4150lbs,예천군 감천면,구매,소형항공기운송사업
(재)스타항공우주,HL1201,C-182S,1998-01-01,21,2014-05-16,4,1406kg,대구공항,구매,항공기사용사업
(재)스타항공우주,HL8037,C-500,1977-03-29,42,2015-04-27,8,11850lbs,무안공항,구매,소형항공기운송사업
(재)스타항공우주,HL9622,MI-2,1987-04-15,32,2016-01-18,9,3550kg,예천군 감천면,구매,항공기사용사업
(재)스타항공우주,HL9623,MI-2,1988-03-21,31,2016-02-11,9,3550kg,예천군 감천면,구매,항공기사용사업
(재)스타항공우주,HL9699,S-76A,1990-10-31,28,2017-06-07,14,10800lbs,예천군 감천면,구매,소형항공기운송사업
(주)가디언즈 항공,HL1156,C-172S,2003-11-09,15,2012-01-06,4,2550lbs,김포공항,임차,항공기사용사업
(주)가디언즈 항공,HL1163,C-172S,2000-03-06,19,2012-09-24,4,1156.6kg,양양공항,구매,항공기사용사업
(주)가디언즈 항공,HL1185,C-172R,1998-02-03,21,2013-12-17,4,2550lbs,양양공항,구매,항공기사용사업
(주)가디언즈 항공,HL1197,C-172R,1998-08-11,20,2014-06-02,4,1157.7kg,무안공항,구매,항공기사용사업
(주)가디언즈 항공,HL1219,C-172R,2000-02-25,19,2015-01-02,4,1111kg,양양공항,구매,항공기사용사업
(주)가디언즈 항공,HL1257,C-172S,2001-09-10,17,2015-12-04,4,2550lbs,양양국제공항,구매,항공기사용사업
(주)동해기계항공,HL6147,UH-12E,1978-05-25,41,2015-06-05,3,1270kg,공주시 신풍면,구매,자가용
(주)성준항공,HL1117,TB-9,1993-01-19,26,2009-07-23,4,1.06ton,김포공항,구매,항공기사용사업
(주)성준항공,HL6145,R-44Ⅱ,2010-11-11,8,2010-12-20,4,2500lbs,김포공항,구매,항공기사용사업
(주)스펙코어,HL1145,C-172S,2002-11-14,16,2011-05-17,4,1111kg,울산공항,구매,항공기사용사업
(주)스펙코어,HL1193,C-172R,2006-09-01,12,2014-01-07,4,2450lbs,울산공항,구매,항공기사용사업
(주)스펙코어,HL1194,C-172R,2006-08-18,12,2014-01-07,4,2450lbs,울산공항,구매,항공기사용사업
(주)스펙코어,HL2039,PA-34-220T,1998-02-03,21,2014-09-22,5,4750lbs,양양국제공항,구매,항공기사용사업
(주)스펙코어,HL1256,C-172R,1997-06-17,22,2015-10-05,4,1111kg,무안공항,구매,항공기사용사업
(주)스펙코어,HL5240,B300,2014-08-18,4,2017-10-10,5,7484kg,김포공항,구매,항공기사용사업
(주)신한에어,HL1202,C-172S,2008-12-12,10,2014-05-28,4,1111kg,전남 영암군 미암면 ,구매,항공기사용사업
(주)신한에어,HL1203,C-172S,2005-09-09,13,2014-05-28,4,1111kg,전남 영암,구매,항공기사용사업
(주)에어필립,HL6143,R-44Ⅱ,2009-06-25,9,2009-08-06,4,2500lbs,김포공항,구매,소형항공기운송사업
(주)지오스토리,HL5239,E90,1993-07-16,25,2013-09-12,4,10100lbs,김포공항,구매,항공기사용사업
(주)지오스토리,HL5242,C90B,2018-01-19,1,2018-04-24,5,10100lbs,무안공항,구매,항공기사용사업
(주)지오투정보기술,HL1130,T-206H,2003-06-24,16,2010-09-15,6,1.724ton,김포공항,구매,항공기사용사업
(주)티티엠코리아,HL1146,SR20,2003-02-28,16,2013-05-29,4,1361kg,김포공항,구매,항공기사용사업
(주)한국조종사교육원,HL1107,C-172S,1999-01-19,20,2007-07-13,4,1156kg,양양공항,구매,항공기사용사업
(주)한국조종사교육원,HL1110,C-172S,2003-04-22,16,2008-03-17,5,1156kg,양양공항,구매,항공기사용사업
(주)한국조종사교육원,HL1112,C-172S,2004-11-22,14,2008-11-25,4,1160kg,울산공항,구매,항공기사용사업
(주)한국조종사교육원,HL2030,PA44-180,1981-03-21,38,2009-07-23,4,1.72ton,울산공항,구매,항공기사용사업
(주)한국조종사교육원,HL1149,C-172S,2003-01-14,16,2011-11-01,4,1156.6kg,울산공항,구매,항공기사용사업
(주)한국조종사교육원,HL1150,C-172S,2000-07-07,18,2011-12-05,4,1156.6kg,울산공항,구매,항공기사용사업
(주)한국조종사교육원,HL1151,C-172S,2003-08-06,15,2011-12-05,4,1156.6kg,울산공항,구매,항공기사용사업
(주)한국조종사교육원,HL1162,C-172S,2004-10-18,14,2012-09-24,4,1156.6kg,양양공항,구매,항공기사용사업
(주)한국조종사교육원,HL1164,C-172S,2005-01-31,14,2012-12-21,4,2550lbs,양양공항,구매,항공기사용사업
(주)한국조종사교육원,HL1165,C-172S,2003-06-09,16,2012-12-21,4,1156.6kg,양양공항,구매,항공기사용사업
(주)한국조종사교육원,HL1262,C-172S,2004-06-08,15,2016-10-24,4,2550lbs,강원도 양양,구매,항공기사용사업
LG전자,HL9604,S-76D,2013-04-23,6,2014-10-16,8,5386kg,김포공항,구매,자가용
LG전자,HL8299,GVI,2016-06-11,3,2016-12-13,12,46.992ton,김포공항,구매,자가용
LG전자,HL9640,S-76D,2015-03-18,4,2018-08-14,8,5386kg,김포공항,구매,자가용
SK텔레콤,HL8200,GV-SP,2009-02-24,10,2009-09-17,16,41.277ton,김포공항,구매,자가용
SK텔레콤,HL9600,S-76D,2014-07-03,4,2014-08-14,8,5.386ton,김포공항,구매,자가용
SK텔레콤,HL8080,A319-115,2013-10-18,5,2015-04-09,17,11875lbs,김포공항,구매,자가용
강원도,HL9476,AW139,2009-03-04,10,2009-05-26,14,6.4ton,강원도 양양,구매,자가용
강원도,HL9626,AW139,2017-02-10,2,2017-04-26,15,6800kg,춘천시 신북읍,구매,자가용
경기도,HL9455,AS-365N3,2001-09-18,17,2007-11-15,14,4.3ton,경기도 용인시,구매,자가용
경기도,HL9456,KA-32T,2001-02-14,18,2007-11-15,18,11ton,경기도 용인시,구매,자가용
경기도,HL9485,AW139,2010-08-06,8,2010-11-02,17,6.4ton,경기도 용인시,구매,자가용
경상남도,HL9464,AS-365N3,2006-12-14,12,2007-12-05,14,4.3ton,경남합천군용주면용지리,구매,자가용
경상북도,HL9462,KA-32T,1995-06-27,23,2007-11-15,18,11ton,대구K-2 공군기지내,구매,자가용
경상북도,HL9463,AS-365N3,2006-02-17,13,2007-11-15,14,4.3ton,대구K-2 공군기지내,구매,자가용
경운대학교,HL1218,SR20,2001-03-09,18,2015-01-09,4,1361kg,무안공항,구매,자가용
경운대학교,HL1225,SR20,2000-05-08,19,2015-03-10,4,1361kg,무안공항,구매,자가용
경운대학교,HL1234,SR20,2003-05-16,16,2015-06-15,4,1361kg,무안공항,구매,자가용
경운대학교,HL1240,SR20,2001-09-07,17,2015-08-11,4,1361kg,무안공항,구매,자가용
경운대학교,HL1241,SR20,2011-11-20,7,2015-10-29,4,1361kg,무안공항,구매,자가용
경운대학교,HL1274,XL-2,2008-09-03,10,2017-05-24,2,794kg,전남 영암군,구매,자가용
경운대학교,HL1275,XL-2,2008-09-08,10,2017-05-24,2,794kg,전남 영암군,구매,자가용
경운대학교,HL1281,XL-2,2008-06-04,11,2019-04-10,2,794kg,전남 영암,구매,자가용
경운대학교,HL1282,MI-2,2007-08-13,11,2019-04-10,2,794kg,전남 영암,구매,자가용
경운대학교,HL1283,XL-2,2007-07-18,11,2019-04-10,2,794kg,무안공항,구매,자가용
광주광역시,HL9450,BK117B-2,1997-03-21,22,2007-12-05,10,3.35ton,광주공항,구매,자가용
국립공원관리공단,HL9465,KA-32T,1997-04-24,22,2007-12-06,18,11ton,청주국제공항,구매,자가용
국제조종사교육원,HL1180,C-172S,1999-01-02,20,2013-08-08,4,2550lbs,김포공항,구매,항공기사용사업
국제조종사교육원,HL1183,C-172S,2005-02-15,14,2013-11-12,4,2550lbs,김포공항,구매,항공기사용사업
국제조종사교육원,HL1199,C-172S,1999-09-30,19,2014-05-14,4,2550lbs,강원도 양양,구매,항공기사용사업
글로리아교육재단,HL1116,C-172R,1999-06-08,20,2010-06-23,4,1.111ton,울진비행장,구매,자가용
글로리아교육재단,HL1204,C-172S,2007-06-06,12,2014-06-23,4,1.156ton,울진비행장,구매,자가용
글로리아교육재단,HL1205,C-172S,2007-09-27,11,2014-06-23,4,1.156ton,울진비행장,구매,자가용
글로리아교육재단,HL1211,C-172S,2007-03-15,12,2014-09-11,4,1.156ton,울진비행장,구매,자가용
글로리아교육재단,HL1212,C-172S,2006-11-21,12,2014-09-11,4,1.156ton,울진비행장,구매,자가용
글로리아교육재단,HL1213,C-172S,2004-10-27,14,2014-09-30,4,2550lbs,울진비행장,구매,자가용
글로리아교육재단,HL1215,C-172S,2001-12-03,17,2014-09-30,4,2550lbs,울진비행장,구매,자가용
글로리아교육재단,HL1214,C-172S,2002-11-19,16,2014-10-27,4,2550lbs,울진비행장,구매,자가용
글로리아교육재단,HL1216,C-172R,1997-12-03,21,2014-10-27,4,2550lbs,울진비행장,구매,자가용
글로리아교육재단,HL1235,C-172S,2007-04-20,12,2015-06-02,4,2550lbs,울진비행장,구매,자가용
글로리아교육재단,HL1238,C-172S,2007-04-17,12,2015-06-03,4,2550lbs,울진비행장,구매,자가용
글로리아교육재단,HL1236,C-172S,2006-09-29,12,2015-06-29,4,2550lbs,울진비행장,구매,자가용
글로리아교육재단,HL1237,C-172S,2015-06-29,3,2015-06-29,4,2550lbs,울진비행장,구매,자가용
글로리아교육재단,HL2044,PA44-180,2015-08-28,3,2015-10-13,4,3800lbs,울진비행장,구매,자가용
글로리아교육재단,HL1259,C-172S,2007-06-12,12,2016-01-18,4,2550lbs,울진비행장,구매,자가용
글로리아교육재단,HL1260,C-172S,2007-06-14,12,2016-01-18,4,2550lbs,울진비행장,구매,자가용
글로리아교육재단,HL1261,C-172S,2007-06-21,12,2016-01-18,24.6,2550lbs,울진비행장,구매,자가용
글로리아항공,HL9635,S-76A,1987-10-18,31,2017-08-14,13,4898kg,김포산업단지,구매,항공기사용사업
글로리아항공,HL9636,S-76C,1994-03-09,25,2017-08-14,13,5306kg,김포산업단지,구매,항공기사용사업
글로리아항공,HL9637,S-76A,1983-02-21,36,2017-11-08,13,4898kg,김포산업단지,구매,항공기사용사업
글로리아항공,HL9638,S-76A,1989-10-31,29,2017-11-08,13,4898kg,김포산업단지,구매,항공기사용사업
김**(172),HL1155,C-172S,2004-12-07,14,2012-01-06,4,2550lbs,김포공항,임차,자가용
김**(172),HL1158,C-172S,2008-03-24,11,2012-02-27,4,2550lbs,김포공항,임차,자가용
네이버시스템(주),HL5107,C-208,1994-06-23,25,1994-10-08,6,3628kg,김포공항,구매,항공기사용사업
단비에어,HL5123,AT-802,2011-04-26,8,2013-11-18,2,7257kg,울산공항,구매,항공기사용사업
대구광역시,HL9185,AS-350B2,1995-10-29,23,2007-12-05,6,2.25ton,대구공항,구매,자가용
대구광역시,HL9446,KA-32T,2005-11-15,13,2007-12-05,18,11ton,대구공항,구매,자가용
대진항공,HL9173,AS-350B2,1995-06-17,24,2006-04-27,6,2.25ton,김포공항,구매,항공기사용사업
대진항공,HL9299,KA-32T,1991-09-12,27,2008-05-02,19,11ton,김해공항,구매,항공기사용사업
대한항공,HL7584,A330-300,2000-05-15,19,2000-05-31,276,215.28ton,김포공항,구매,국제항공운송사업
대한항공,HL7573,B777-300,2000-05-30,19,2000-06-27,338,272.97ton,인천국제공항,구매,국제항공운송사업
대한항공,HL7585,A330-300,2000-07-06,18,2000-07-26,276,215.28ton,김포공항,구매,국제항공운송사업
대한항공,HL7586,A330-300,2000-07-21,18,2000-08-10,276,215.28ton,김포공항,구매,국제항공운송사업
대한항공,HL7560,B737-800,2000-07-10,18,2000-08-15,147,79ton,인천국제공항,구매,국제항공운송사업
대한항공,HL7574,B777-200,2000-09-18,18,2000-10-18,248,286.9ton,김해공항,구매,국제항공운송사업
대한항공,HL7575,B777-200,2000-10-12,18,2000-11-09,248,292.56ton,인천국제공항,구매,국제항공운송사업
대한항공,HL7587,A330-300,2000-11-08,18,2000-11-29,276,215.28ton,김포공항,임차,국제항공운송사업
대한항공,HL7566,B737-800,2001-04-30,18,2001-05-25,147,79ton,김포공항,임차,국제항공운송사업
대한항공,HL7568,B737-800,2001-06-18,18,2001-07-12,147,79ton,광주공항,임차,국제항공운송사업
대한항공,HL7598,B777-200,2001-07-17,17,2001-09-28,248,292.56ton,인천국제공항,구매,국제항공운송사업
대한항공,HL7702,A330-300,2001-09-12,17,2001-10-25,276,215.28ton,인천국제공항,구매,국제항공운송사업
대한항공,HL7569,B737-900,2001-10-16,17,2001-11-21,188,74.39ton,김포공항,임차,국제항공운송사업
대한항공,HL7599,B737-900,2001-11-13,17,2001-12-11,188,74.39ton,대구공항,임차,국제항공운송사업
대한항공,HL7704,B737-900,2002-02-07,17,2002-03-07,188,74.39ton,김해공항,임차,국제항공운송사업
대한항공,HL7705,B737-900,2002-05-31,17,2002-06-26,188,78.39ton,김포공항,임차,국제항공운송사업
대한항공,HL7714,B777-200,2002-06-24,17,2002-07-25,248,292.56ton,인천국제공항,구매,국제항공운송사업
대한항공,HL7706,B737-900,2002-07-09,16,2002-08-06,188,78.39ton,광주공항,구매,국제항공운송사업
대한항공,HL7709,A330-300,2002-07-02,16,2002-08-08,276,215.28ton,인천국제공항,구매,국제항공운송사업
대한항공,HL7707,B737-900,2002-07-12,16,2002-09-10,188,78.39ton,제주국제공항,구매,국제항공운송사업
대한항공,HL7715,B777-200,2002-08-13,16,2002-09-27,248,292.56ton,인천국제공항,구매,국제항공운송사업
대한항공,HL7710,A330-300,2002-07-18,16,2002-10-04,276,215.28ton,인천국제공항,구매,국제항공운송사업
대한항공,HL7708,B737-900,2002-08-08,16,2002-10-07,188,79.02ton,울산공항,구매,국제항공운송사업
대한항공,HL7718,B737-900,2003-05-28,16,2003-06-20,188,79.02ton,김포공항,구매,국제항공운송사업
대한항공,HL7716,B737-900,2003-04-21,16,2003-06-30,188,79.02ton,김포공항,구매,국제항공운송사업
대한항공,HL7717,B737-900,2003-05-14,16,2003-07-16,188,79.02ton,김포공항,구매,국제항공운송사업
대한항공,HL7721,B777-200,2003-08-06,15,2003-09-08,248,286.9ton,인천국제공항,구매,국제항공운송사업
대한항공,HL7720,A330-300,2003-08-07,15,2003-10-15,276,217ton,인천국제공항,구매,국제항공운송사업
대한항공,HL7719,B737-900,2003-11-09,15,2003-12-17,188,79ton,제주국제공항,구매,국제항공운송사업
대한항공,HL7724,B737-900,2004-04-09,15,2004-05-17,188,79ton,김포공항,구매,국제항공운송사업
대한항공,HL7725,B737-900,2004-05-11,15,2004-06-09,188,79ton,김포공항,구매,국제항공운송사업
대한항공,HL7601,B747-400F,2004-07-19,14,2004-08-16,8,412.8ton,인천국제공항,구매,국제항공운송사업
대한항공,HL7727,B737-900,2004-06-23,15,2004-08-31,188,79ton,김포공항,구매,국제항공운송사업
대한항공,HL7728,B737-900,2004-11-19,14,2004-12-22,188,79ton,제주국제공항,임구,국제항공운송사업
대한항공,HL9284,S-76C,2004-07-26,14,2005-01-26,6,5.3ton,김포공항,구매,소형항공기운송사업
대한항공,HL7726,B737-900,2005-05-26,14,2005-06-22,188,79ton,김포공항,구매,국제항공운송사업
대한항공,HL7602,B747-400F,2005-10-07,13,2005-10-30,8,412.8ton,인천국제공항,구매,국제항공운송사업
대한항공,HL7603,B747-400F,2005-12-08,13,2006-01-13,8,412.8ton,인천국제공항,구매,국제항공운송사업
대한항공,HL7605,B747-400F,2006-05-31,13,2006-06-30,8,412.8ton,인천국제공항,구매,국제항공운송사업
대한항공,HL7757,B737-800,2006-11-08,12,2006-12-06,147,79ton,청주국제공항,임차,국제항공운송사업
대한항공,HL7751,B777-200,2007-07-20,11,2007-08-27,261,292.56ton,인천국제공항,구매,국제항공운송사업
대한항공,HL7752,B777-200,2007-11-05,11,2007-11-30,261,292.56ton,제주국제공항,구매,국제항공운송사업
대한항공,HL7764,B777-200,2007-11-14,11,2007-12-20,261,292.56ton,인천국제공항,구매,국제항공운송사업
대한항공,HL7765,B777-200,2008-03-29,11,2008-05-14,261,292.56ton,김포공항,구매,국제항공운송사업
대한항공,HL7766,B777-200,2008-06-08,11,2008-06-30,261,292.56ton,인천국제공항,구매,국제항공운송사업
대한항공,HL7782,B777-300ER,2009-04-19,10,2009-05-27,291,344.74ton,인천국제공항,임구,국제항공운송사업
대한항공,HL7783,B777-300ER,2009-07-19,9,2009-08-30,291,344.74ton,인천국제공항,임구,국제항공운송사업
대한항공,HL8201,C525,2009-08-28,9,2009-09-17,3,4.491ton,제주비행훈련원,구매,항공기사용사업
대한항공,HL8202,C525,2009-08-27,9,2009-09-17,3,4.853ton,제주비행훈련원,구매,항공기사용사업
대한항공,HL7784,B777-300ER,2009-09-27,9,2009-10-27,291,344.74ton,인천국제공항,임차,국제항공운송사업
대한항공,HL9482,AW139,2009-09-03,9,2009-12-30,14,6.4ton,김포공항,구매,소형항공기운송사업
대한항공,HL8208,B777-300ER,2010-04-13,9,2010-05-10,291,344.74ton,인천국제공항,임구,국제항공운송사업
대한항공,HL8209,B777-300ER,2010-05-16,9,2010-06-09,291,344.74ton,인천국제공항,임구,국제항공운송사업
대한항공,HL9487,AW139,2010-05-06,9,2010-06-15,8,6.4ton,김포공항,구매,소형항공기운송사업
대한항공,HL8222,B737-700,2009-07-27,9,2010-07-14,16,77.6ton,김포공항,구매,소형항공기운송사업
대한항공,HL8210,B777-300ER,2010-06-23,8,2010-07-16,291,344.74ton,인천국제공항,임구,국제항공운송사업
대한항공,HL8211,A330-200,2010-06-21,9,2010-07-26,218,237.9ton,인천국제공항,임차,국제항공운송사업
대한항공,HL8212,A330-200,2010-08-30,8,2010-09-29,218,238ton,인천국제공항,임차,국제항공운송사업
대한항공,HL8227,A330-200,2011-01-24,8,2011-02-14,218,238ton,인천국제공항,임구,국제항공운송사업
대한항공,HL8228,A330-200,2011-01-31,8,2011-03-07,218,238ton,인천국제공항,임구,국제항공운송사업
대한항공,HL8216,B777-300ER,2011-04-21,8,2011-05-18,291,344.74ton,인천국제공항,임구,국제항공운송사업
대한항공,HL7611,A380-800,2010-09-27,8,2011-05-31,407,560ton,인천국제공항,임구,국제항공운송사업
대한항공,HL8217,B777-300ER,2011-05-15,8,2011-06-07,291,344.74ton,제주국제공항,임구,국제항공운송사업
대한항공,HL8221,B737-900ER,2011-04-22,8,2011-06-14,159,81.87ton,제주국제공항,임구,국제항공운송사업
대한항공,HL8223,B737-900ER,2011-06-08,8,2011-06-28,159,81.87ton,제주국제공항,임구,국제항공운송사업
대한항공,HL7612,A380-800,2010-11-08,8,2011-07-13,407,560ton,인천국제공항,임구,국제항공운송사업
대한항공,HL7613,A380-800,2010-11-24,8,2011-08-19,407,560ton,인천국제공항,임구,국제항공운송사업
대한항공,HL8230,BD-700-1A10,2010-03-09,9,2011-08-26,13,45132kg,인천국제공항,임구,소형항공기운송사업
대한항공,HL7614,A380-800,2011-02-08,8,2011-09-07,407,560ton,인천국제공항,임구,국제항공운송사업
대한항공,HL8240,B737-800,2011-09-14,7,2011-10-07,138,79.0ton,제주국제공항,임차,국제항공운송사업
대한항공,HL8218,B777-300ER,2011-10-26,7,2011-11-21,291,344.74ton,인천국제공항,임구,국제항공운송사업
대한항공,HL7615,A380-800,2011-03-29,8,2011-11-28,407,560ton,인천국제공항,임구,국제항공운송사업
대한항공,HL8241,B737-800,2011-11-07,7,2011-11-30,138,79.0ton,인천국제공항,임차,국제항공운송사업
대한항공,HL7609,B747-8F,2012-01-10,7,2012-02-06,8,442.2ton,인천국제공항,임구,국제항공운송사업
대한항공,HL8251,B777F,2012-01-10,7,2012-02-06,8,347.8ton,인천국제공항,임구,국제항공운송사업
대한항공,HL8245,B737-800,2012-03-23,7,2012-04-02,138,79ton,청주국제공항,임차,국제항공운송사업
대한항공,HL8248,B737-900ER,2012-05-05,7,2012-05-18,159,81.64ton,청주국제공항,임구,국제항공운송사업
대한항공,HL8246,B737-800,2012-05-17,7,2012-06-04,138,79ton,청주국제공항,임차,국제항공운송사업
대한항공,HL8249,B737-900ER,2012-06-07,7,2012-06-25,159,81.64ton,청주국제공항,임구,국제항공운송사업
대한항공,HL8250,B777-300ER,2012-06-04,7,2012-06-25,291,344.74ton,제주국제공항,임구,국제항공운송사업
대한항공,HL8252,B777F,2012-06-24,6,2012-06-29,8,347.8ton,제주국제공항,임구,국제항공운송사업
대한항공,HL7610,B747-8F,2012-08-18,6,2012-09-04,8,442.2ton,인천국제공항,임구,국제항공운송사업
대한항공,HL8247,B737-800,2012-10-01,6,2012-10-22,138,79ton,청주국제공항,임차,국제항공운송사업
대한항공,HL7619,A380-800,2012-06-27,6,2012-12-10,407,560ton,인천국제공항,임구,국제항공운송사업
대한항공,HL8226,B777F,2013-01-17,6,2013-02-25,8,347.8ton,인천국제공항,임구,국제항공운송사업
대한항공,HL8274,B777-300ER,2013-02-09,6,2013-02-28,291,344.74ton,인천국제공항,임구,국제항공운송사업
대한항공,HL8276,A330-200,2013-02-11,6,2013-03-08,218,238ton,인천국제공항,구매,국제항공운송사업
대한항공,HL7617,B747-8F,2013-03-15,6,2013-03-28,NA,442.2ton,인천국제공항,임구,국제항공운송사업
대한항공,HL8272,B737-900ER,2013-05-09,6,2013-05-24,159,81.64ton,김포공항,임구,국제항공운송사업
대한항공,HL8273,B737-900ER,2013-05-24,6,2013-06-07,159,81.64ton,김포공항,임구,국제항공운송사업
대한항공,HL8275,B777-300ER,2013-05-24,6,2013-06-11,291,344.74ton,김포공항,임구,국제항공운송사업
대한항공,HL7621,A380-800,2013-01-24,6,2013-08-28,407,560ton,인천국제공항,구매,국제항공운송사업
대한항공,HL7622,A380-800,2013-03-20,6,2013-10-25,407,560ton,인천국제공항,임구,국제항공운송사업
대한항공,HL7624,B747-8F,2013-12-14,5,2013-12-30,NA,447.69ton,인천국제공항,임구,국제항공운송사업
대한항공,HL8285,B777F,2014-01-13,5,2014-02-24,NA,347.81ton,김포공항,임구,국제항공운송사업
대한항공,HL7623,B747-8F,2014-02-21,5,2014-03-14,NA,447.69ton,인천국제공항,임구,국제항공운송사업
대한항공,HL7627,A380-800,2014-02-12,5,2014-06-27,407,560ton,인천국제공항,구매,국제항공운송사업
대한항공,HL7628,A380-800,2014-03-05,5,2014-07-28,407,560ton,인천국제공항,임구,국제항공운송사업
대한항공,HL8001,A330-300,2014-09-10,4,2014-09-29,272,230ton,김포공항,임구,국제항공운송사업
대한항공,HL9609,AW139,2014-10-10,4,2014-10-31,14,6400kg,김포공항,구매,소형항공기운송사업
대한항공,HL8002,A330-300,2014-10-31,4,2014-11-28,272,230ton,김포공항,임구,국제항공운송사업
대한항공,HL8003,A330-300,2014-12-04,4,2014-12-22,272,230ton,김포공항,임구,국제항공운송사업
대한항공,HL9610,AW139,2014-12-19,4,2015-01-09,14,6400kg,김포공항,구매,소형항공기운송사업
대한항공,HL8005,B777F,2015-02-05,4,2015-02-24,NA,347.81ton,김포공항,임차,국제항공운송사업
대한항공,HL8025,A330-300,2015-02-16,4,2015-03-27,272,230ton,김포공항,임구,국제항공운송사업
대한항공,HL8010,B777-300ER,2015-04-08,4,2015-04-29,291,344.74ton,김포공항,임차,국제항공운송사업
