SEQ,REG_CUSER,REG_SNO,AIR_TYPE,AIR_BUILD_NO,AIR_BUILD_DATE,AIR_AGE,REG_DATE,AIR_LIMIT_MAN,AIR_FLY_WEIGHT,REG_JANG,PROC_TYPE,PRJ_GBN
1,(재)스타항공우주,HL9493,MI-2,5210725098,88.09.25,30,10.12.27,9,3550kg,예천군 감천면,구매,항공기사용사업
2,(재)스타항공우주,HL9492,MI-2,5210126027,87.05.05,32,10.12.28,9,3550kg,예천군 감천면,구매,항공기사용사업
3,(재)스타항공우주,HL9494,MI-2,562817043,73.01.01,46,11.01.05,9,3550kg,예천군 감천면,구매,항공기사용사업
4,(재)스타항공우주,HL9471,MI-2,529936096,86.09.30,32,12.04.19,9,3550kg,예천군 감천면,구매,항공기사용사업
5,(재)스타항공우주,HL9301,BELL206B,8550,78.07.19,40,12.10.18,5,1450kg,예천군 감천면,구매,소형항공기운송사업
6,(재)스타항공우주,HL9303,BELL206L-1,45594,81.01.01,38,14.03.17,7,4150lbs,예천군 감천면,구매,소형항공기운송사업
7,(재)스타항공우주,HL1201,C-182S,18280225,98.01.01,21,14.05.16,4,1406kg,대구공항,구매,항공기사용사업
8,(재)스타항공우주,HL8037,C-500,500-0354,77.03.29,42,15.04.27,8,11850lbs,무안공항,구매,소형항공기운송사업
9,(재)스타항공우주,HL9622,MI-2,5410217047,87.04.15,32,16.01.18,9,3550kg,예천군 감천면,구매,항공기사용사업
10,(재)스타항공우주,HL9623,MI-2,5210539038,88.03.21,31,16.02.11,9,3550kg,예천군 감천면,구매,항공기사용사업
11,(재)스타항공우주,HL9699,S-76A,760295,90.10.31,28,17.06.07,14,10800lbs,예천군 감천면,구매,소형항공기운송사업
1,(주)가디언즈 항공,HL1156,C-172S,172S9537,03.11.09,15,12.01.06,4,2550lbs,김포공항,임차,항공기사용사업
2,(주)가디언즈 항공,HL1163,C-172S,172S8394,00.03.06,19,12.09.24,4,1156.6kg,양양공항,구매,항공기사용사업
3,(주)가디언즈 항공,HL1185,C-172R,17280340,98.02.03,21,13.12.17,4,2550lbs,양양공항,구매,항공기사용사업
4,(주)가디언즈 항공,HL1197,C-172R,17280561,98.08.11,20,14.06.02,4,1157.7kg,무안공항,구매,항공기사용사업
5,(주)가디언즈 항공,HL1219,C-172R,17280865,00.02.25,19,15.01.02,4,1111kg,양양공항,구매,항공기사용사업
6,(주)가디언즈 항공,HL1257,C-172S,172S8939,01.09.10,17,15.12.04,4,2550lbs,양양국제공항,구매,항공기사용사업
1,(주)동해기계항공,HL6147,UH-12E,5046,78.05.25,41,15.06.05,3,1270kg,공주시 신풍면,구매,자가용
1,(주)성준항공,HL1117,TB-9,1545,93.01.19,26,09.07.23,4,1.06ton,김포공항,구매,항공기사용사업
2,(주)성준항공,HL6145,R-44Ⅱ,13012,10.11.11,8,10.12.20,4,2500lbs,김포공항,구매,항공기사용사업
1,(주)스펙코어,HL1145,C-172S,172S9240,02.11.14,16,11.05.17,4,1111kg,울산공항,구매,항공기사용사업
2,(주)스펙코어,HL1193,C-172R,17281179,06.09.01,12,14.01.07,4,2450lbs,울산공항,구매,항공기사용사업
3,(주)스펙코어,HL1194,C-172R,17281180,06.08.18,12,14.01.07,4,2450lbs,울산공항,구매,항공기사용사업
4,(주)스펙코어,HL2039,PA-34-220T,3449045,98.02.03,21,14.09.22,5,4750lbs,양양국제공항,구매,항공기사용사업
5,(주)스펙코어,HL1256,C-172R,17280099,97.06.17,22,15.10.05,4,1111kg,무안공항,구매,항공기사용사업
6,(주)스펙코어,HL5240,B300,FL-946,14.08.18,4,17.10.10,5,7484kg,김포공항,구매,항공기사용사업
1,(주)신한에어,HL1202,C-172S,172S10864,08.12.12,10,14.05.28,4,1111kg,전남 영암군 미암면 ,구매,항공기사용사업
2,(주)신한에어,HL1203,C-172S,172S9936,05.09.09,13,14.05.28,4,1111kg,전남 영암,구매,항공기사용사업
1,(주)에어필립,HL6143,R-44Ⅱ,12850,09.06.25,9,09.08.06,4,2500lbs,김포공항,구매,소형항공기운송사업
1,(주)지오스토리,HL5239,E90,LW-58,93.07.16,25,13.09.12,4,10100lbs,김포공항,구매,항공기사용사업
2,(주)지오스토리,HL5242,C90B,LJ-1586,18.01.19,1,18.04.24,5,10100lbs,무안공항,구매,항공기사용사업
1,(주)지오투정보기술,HL1130,T-206H,T20608393,03.06.24,16,10.09.15,6,1.724ton,김포공항,구매,항공기사용사업
1,(주)티티엠코리아,HL1146,SR20,1300,03.02.28,16,13.05.29,4,1361kg,김포공항,구매,항공기사용사업
1,(주)한국조종사교육원,HL1107,C-172S,172S8083,99.01.19,20,07.07.13,4,1156kg,양양공항,구매,항공기사용사업
2,(주)한국조종사교육원,HL1110,C-172S,172S9371,03.04.22,16,08.03.17,5,1156kg,양양공항,구매,항공기사용사업
3,(주)한국조종사교육원,HL1112,C-172S,172S9729,04.11.22,14,08.11.25,4,1160kg,울산공항,구매,항공기사용사업
4,(주)한국조종사교육원,HL2030,PA44-180,44-7995-257,81.03.21,38,09.07.23,4,1.72ton,울산공항,구매,항공기사용사업
5,(주)한국조종사교육원,HL1149,C-172S,172S9390,03.01.14,16,11.11.01,4,1156.6kg,울산공항,구매,항공기사용사업
6,(주)한국조종사교육원,HL1150,C-172S,172S8580,00.07.07,18,11.12.05,4,1156.6kg,울산공항,구매,항공기사용사업
7,(주)한국조종사교육원,HL1151,C-172S,172S9514,03.08.06,15,11.12.05,4,1156.6kg,울산공항,구매,항공기사용사업
8,(주)한국조종사교육원,HL1162,C-172S,172S9705,04.10.18,14,12.09.24,4,1156.6kg,양양공항,구매,항공기사용사업
9,(주)한국조종사교육원,HL1164,C-172S,172S9806,05.01.31,14,12.12.21,4,2550lbs,양양공항,구매,항공기사용사업
10,(주)한국조종사교육원,HL1165,C-172S,172S9452,03.06.09,16,12.12.21,4,1156.6kg,양양공항,구매,항공기사용사업
11,(주)한국조종사교육원,HL1262,C-172S,172S9689,04.06.08,15,16.10.24,4,2550lbs,강원도 양양,구매,항공기사용사업
1,LG전자,HL9604,S-76D,761018,13.04.23,6,14.10.16,8,5386kg,김포공항,구매,자가용
2,LG전자,HL8299,GVI,6212,16.06.11,3,16.12.13,12,46.992ton,김포공항,구매,자가용
3,LG전자,HL9640,S-76D,761074,15.03.18,4,18.08.14,8,5386kg,김포공항,구매,자가용
1,SK텔레콤,HL8200,GV-SP,5233,09.02.24,10,09.09.17,16,41.277ton,김포공항,구매,자가용
2,SK텔레콤,HL9600,S-76D,761017,14.07.03,4,14.08.14,8,5.386ton,김포공항,구매,자가용
3,SK텔레콤,HL8080,A319-115,5768,13.10.18,5,15.04.09,17,11875lbs,김포공항,구매,자가용
1,강원도,HL9476,AW139,31154,09.03.04,10,09.05.26,14,6.4ton,강원도 양양,구매,자가용
2,강원도,HL9626,AW139,41527,17.02.10,2,17.04.26,15,6800kg,춘천시 신북읍,구매,자가용
1,경기도,HL9455,AS-365N3,6606,01.09.18,17,07.11.15,14,4.3ton,경기도 용인시,구매,자가용
2,경기도,HL9456,KA-32T,96-18,01.02.14,18,07.11.15,18,11ton,경기도 용인시,구매,자가용
3,경기도,HL9485,AW139,31254,10.08.06,8,10.11.02,17,6.4ton,경기도 용인시,구매,자가용
1,경상남도,HL9464,AS-365N3,6730,06.12.14,12,07.12.05,14,4.3ton,경남합천군용주면용지리,구매,자가용
1,경상북도,HL9462,KA-32T,9204,95.06.27,23,07.11.15,18,11ton,대구K-2 공군기지내,구매,자가용
2,경상북도,HL9463,AS-365N3,6727,06.02.17,13,07.11.15,14,4.3ton,대구K-2 공군기지내,구매,자가용
1,경운대학교,HL1218,SR20,1128,01.03.09,18,15.01.09,4,1361kg,무안공항,구매,자가용
2,경운대학교,HL1225,SR20,1035,00.05.08,19,15.03.10,4,1361kg,무안공항,구매,자가용
3,경운대학교,HL1234,SR20,1326,03.05.16,16,15.06.15,4,1361kg,무안공항,구매,자가용
4,경운대학교,HL1240,SR20,1152,01.09.07,17,15.08.11,4,1361kg,무안공항,구매,자가용
5,경운대학교,HL1241,SR20,1160,11.11.20,7,15.10.29,4,1361kg,무안공항,구매,자가용
6,경운대학교,HL1274,XL-2,0117,08.09.03,10,17.05.24,2,794kg,전남 영암군,구매,자가용
7,경운대학교,HL1275,XL-2,0118,08.09.08,10,17.05.24,2,794kg,전남 영암군,구매,자가용
8,경운대학교,HL1281,XL-2,0110,08.06.04,11,19.04.10,2,794kg,전남 영암,구매,자가용
9,경운대학교,HL1282,MI-2,0074,07.08.13,11,19.04.10,2,794kg,전남 영암,구매,자가용
10,경운대학교,HL1283,XL-2,0071,07.07.18,11,19.04.10,2,794kg,무안공항,구매,자가용
1,광주광역시,HL9450,BK117B-2,1113,97.03.21,22,07.12.05,10,3.35ton,광주공항,구매,자가용
1,국립공원관리공단,HL9465,KA-32T,96-01,97.04.24,22,07.12.06,18,11ton,청주국제공항,구매,자가용
1,국제조종사교육원,HL1180,C-172S,172S8063,99.01.02,20,13.08.08,4,2550lbs,김포공항,구매,항공기사용사업
2,국제조종사교육원,HL1183,C-172S,172S9834,05.02.15,14,13.11.12,4,2550lbs,김포공항,구매,항공기사용사업
3,국제조종사교육원,HL1199,C-172S,172S8262,99.09.30,19,14.05.14,4,2550lbs,강원도 양양,구매,항공기사용사업
1,글로리아교육재단,HL1116,C-172R,17280718,99.06.08,20,10.06.23,4,1.111ton,울진비행장,구매,자가용
2,글로리아교육재단,HL1204,C-172S,172S10527,07.06.06,12,14.06.23,4,1.156ton,울진비행장,구매,자가용
3,글로리아교육재단,HL1205,C-172S,172S10602,07.09.27,11,14.06.23,4,1.156ton,울진비행장,구매,자가용
4,글로리아교육재단,HL1211,C-172S,172s10456,07.03.15,12,14.09.11,4,1.156ton,울진비행장,구매,자가용
5,글로리아교육재단,HL1212,C-172S,172S10353,06.11.21,12,14.09.11,4,1.156ton,울진비행장,구매,자가용
6,글로리아교육재단,HL1213,C-172S,172S9722,04.10.27,14,14.09.30,4,2550lbs,울진비행장,구매,자가용
7,글로리아교육재단,HL1215,C-172S,172S8994,01.12.03,17,14.09.30,4,2550lbs,울진비행장,구매,자가용
8,글로리아교육재단,HL1214,C-172S,172S9221,02.11.19,16,14.10.27,4,2550lbs,울진비행장,구매,자가용
9,글로리아교육재단,HL1216,C-172R,17280268,97.12.03,21,14.10.27,4,2550lbs,울진비행장,구매,자가용
10,글로리아교육재단,HL1235,C-172S,172S10491,07.04.20,12,15.06.02,4,2550lbs,울진비행장,구매,자가용
11,글로리아교육재단,HL1238,C-172S,172S10489,07.04.17,12,15.06.03,4,2550lbs,울진비행장,구매,자가용
12,글로리아교육재단,HL1236,C-172S,172S10330,06.09.29,12,15.06.29,4,2550lbs,울진비행장,구매,자가용
13,글로리아교육재단,HL1237,C-172S,172S10493,15.06.29,3,15.06.29,4,2550lbs,울진비행장,구매,자가용
14,글로리아교육재단,HL2044,PA44-180,4496364,15.08.28,3,15.10.13,4,3800lbs,울진비행장,구매,자가용
15,글로리아교육재단,HL1259,C-172S,172S10540,07.06.12,12,16.01.18,4,2550lbs,울진비행장,구매,자가용
16,글로리아교육재단,HL1260,C-172S,172S10543,07.06.14,12,16.01.18,4,2550lbs,울진비행장,구매,자가용
17,글로리아교육재단,HL1261,C-172S,172S10555,07.06.21,12,16.01.18,24.6,2550lbs,울진비행장,구매,자가용
1,글로리아항공,HL9635,S-76A,760286,87.10.18,31,17.08.14,13,4898kg,김포산업단지,구매,항공기사용사업
2,글로리아항공,HL9636,S-76C,760421,94.03.09,25,17.08.14,13,5306kg,김포산업단지,구매,항공기사용사업
3,글로리아항공,HL9637,S-76A,760228,83.02.21,36,17.11.08,13,4898kg,김포산업단지,구매,항공기사용사업
4,글로리아항공,HL9638,S-76A,760294,89.10.31,29,17.11.08,13,4898kg,김포산업단지,구매,항공기사용사업
1,김**(172),HL1155,C-172S,172S9740,04.12.07,14,12.01.06,4,2550lbs,김포공항,임차,자가용
2,김**(172),HL1158,C-172S,172S10696,08.03.24,11,12.02.27,4,2550lbs,김포공항,임차,자가용
1,네이버시스템(주),HL5107,C-208,20800238,94.06.23,25,94.10.08,6,3628kg,김포공항,구매,항공기사용사업
1,단비에어,HL5123,AT-802,802-0401,11.04.26,8,13.11.18,2,7257kg,울산공항,구매,항공기사용사업
1,대구광역시,HL9185,AS-350B2,2895,95.10.29,23,07.12.05,6,2.25ton,대구공항,구매,자가용
2,대구광역시,HL9446,KA-32T,96-26,05.11.15,13,07.12.05,18,11ton,대구공항,구매,자가용
1,대진항공,HL9173,AS-350B2,2877,95.06.17,24,06.04.27,6,2.25ton,김포공항,구매,항공기사용사업
2,대진항공,HL9299,KA-32T,8609,91.09.12,27,08.05.02,19,11ton,김해공항,구매,항공기사용사업
1,대한항공,HL7584,A330-300,338,00.05.15,19,00.05.31,276,215.28ton,김포공항,구매,국제항공운송사업
2,대한항공,HL7573,B777-300,27952,00.05.30,19,00.06.27,338,272.97ton,인천국제공항,구매,국제항공운송사업
3,대한항공,HL7585,A330-300,350,00.07.06,18,00.07.26,276,215.28ton,김포공항,구매,국제항공운송사업
4,대한항공,HL7586,A330-300,351,00.07.21,18,00.08.10,276,215.28ton,김포공항,구매,국제항공운송사업
5,대한항공,HL7560,B737-800,29981,00.07.10,18,00.08.15,147,79ton,인천국제공항,구매,국제항공운송사업
6,대한항공,HL7574,B777-200,28444,00.09.18,18,00.10.18,248,286.9ton,김해공항,구매,국제항공운송사업
7,대한항공,HL7575,B777-200,28445,00.10.12,18,00.11.09,248,292.56ton,인천국제공항,구매,국제항공운송사업
8,대한항공,HL7587,A330-300,368,00.11.08,18,00.11.29,276,215.28ton,김포공항,임차,국제항공운송사업
9,대한항공,HL7566,B737-800,29985,01.04.30,18,01.05.25,147,79ton,김포공항,임차,국제항공운송사업
10,대한항공,HL7568,B737-800,29986,01.06.18,18,01.07.12,147,79ton,광주공항,임차,국제항공운송사업
11,대한항공,HL7598,B777-200,27949,01.07.17,17,01.09.28,248,292.56ton,인천국제공항,구매,국제항공운송사업
12,대한항공,HL7702,A330-300,428,01.09.12,17,01.10.25,276,215.28ton,인천국제공항,구매,국제항공운송사업
13,대한항공,HL7569,B737-900,29987,01.10.16,17,01.11.21,188,74.39ton,김포공항,임차,국제항공운송사업
14,대한항공,HL7599,B737-900,29988,01.11.13,17,01.12.11,188,74.39ton,대구공항,임차,국제항공운송사업
15,대한항공,HL7704,B737-900,29989,02.02.07,17,02.03.07,188,74.39ton,김해공항,임차,국제항공운송사업
16,대한항공,HL7705,B737-900,29990,02.05.31,17,02.06.26,188,78.39ton,김포공항,임차,국제항공운송사업
17,대한항공,HL7714,B777-200,27951,02.06.24,17,02.07.25,248,292.56ton,인천국제공항,구매,국제항공운송사업
18,대한항공,HL7706,B737-900,29991,02.07.09,16,02.08.06,188,78.39ton,광주공항,구매,국제항공운송사업
19,대한항공,HL7709,A330-300,484,02.07.02,16,02.08.08,276,215.28ton,인천국제공항,구매,국제항공운송사업
20,대한항공,HL7707,B737-900,29992,02.07.12,16,02.09.10,188,78.39ton,제주국제공항,구매,국제항공운송사업
21,대한항공,HL7715,B777-200,28372,02.08.13,16,02.09.27,248,292.56ton,인천국제공항,구매,국제항공운송사업
22,대한항공,HL7710,A330-300,490,02.07.18,16,02.10.04,276,215.28ton,인천국제공항,구매,국제항공운송사업
23,대한항공,HL7708,B737-900,29993,02.08.08,16,02.10.07,188,79.02ton,울산공항,구매,국제항공운송사업
24,대한항공,HL7718,B737-900,29996,03.05.28,16,03.06.20,188,79.02ton,김포공항,구매,국제항공운송사업
25,대한항공,HL7716,B737-900,29994,03.04.21,16,03.06.30,188,79.02ton,김포공항,구매,국제항공운송사업
26,대한항공,HL7717,B737-900,29995,03.05.14,16,03.07.16,188,79.02ton,김포공항,구매,국제항공운송사업
27,대한항공,HL7721,B777-200,33727,03.08.06,15,03.09.08,248,286.9ton,인천국제공항,구매,국제항공운송사업
28,대한항공,HL7720,A330-300,550,03.08.07,15,03.10.15,276,217ton,인천국제공항,구매,국제항공운송사업
29,대한항공,HL7719,B737-900,29997,03.11.09,15,03.12.17,188,79ton,제주국제공항,구매,국제항공운송사업
30,대한항공,HL7724,B737-900,29998,04.04.09,15,04.05.17,188,79ton,김포공항,구매,국제항공운송사업
31,대한항공,HL7725,B737-900,29999,04.05.11,15,04.06.09,188,79ton,김포공항,구매,국제항공운송사업
32,대한항공,HL7601,B747-400F,33946,04.07.19,14,04.08.16,8,412.8ton,인천국제공항,구매,국제항공운송사업
33,대한항공,HL7727,B737-900,30000,04.06.23,15,04.08.31,188,79ton,김포공항,구매,국제항공운송사업
34,대한항공,HL7728,B737-900,30002,04.11.19,14,04.12.22,188,79ton,제주국제공항,임구,국제항공운송사업
35,대한항공,HL9284,S-76C,760569,04.07.26,14,05.01.26,6,5.3ton,김포공항,구매,소형항공기운송사업
36,대한항공,HL7726,B737-900,30001,05.05.26,14,05.06.22,188,79ton,김포공항,구매,국제항공운송사업
37,대한항공,HL7602,B747-400F,34301,05.10.07,13,05.10.30,8,412.8ton,인천국제공항,구매,국제항공운송사업
38,대한항공,HL7603,B747-400F,34302,05.12.08,13,06.01.13,8,412.8ton,인천국제공항,구매,국제항공운송사업
39,대한항공,HL7605,B747-400F,35526,06.05.31,13,06.06.30,8,412.8ton,인천국제공항,구매,국제항공운송사업
40,대한항공,HL7757,B737-800,35790,06.11.08,12,06.12.06,147,79ton,청주국제공항,임차,국제항공운송사업
41,대한항공,HL7751,B777-200,34210,07.07.20,11,07.08.27,261,292.56ton,인천국제공항,구매,국제항공운송사업
42,대한항공,HL7752,B777-200,34211,07.11.05,11,07.11.30,261,292.56ton,제주국제공항,구매,국제항공운송사업
43,대한항공,HL7764,B777-200,34214,07.11.14,11,07.12.20,261,292.56ton,인천국제공항,구매,국제항공운송사업
44,대한항공,HL7765,B777-200,34212,08.03.29,11,08.05.14,261,292.56ton,김포공항,구매,국제항공운송사업
45,대한항공,HL7766,B777-200,34213,08.06.08,11,08.06.30,261,292.56ton,인천국제공항,구매,국제항공운송사업
46,대한항공,HL7782,B777-300ER,37643,09.04.19,10,09.05.27,291,344.74ton,인천국제공항,임구,국제항공운송사업
47,대한항공,HL7783,B777-300ER,37644,09.07.19,9,09.08.30,291,344.74ton,인천국제공항,임구,국제항공운송사업
48,대한항공,HL8201,C525,525-0686,09.08.28,9,09.09.17,3,4.491ton,제주비행훈련원,구매,항공기사용사업
49,대한항공,HL8202,C525,525-0691,09.08.27,9,09.09.17,3,4.853ton,제주비행훈련원,구매,항공기사용사업
50,대한항공,HL7784,B777-300ER,37136,09.09.27,9,09.10.27,291,344.74ton,인천국제공항,임차,국제항공운송사업
51,대한항공,HL9482,AW139,31260,09.09.03,9,09.12.30,14,6.4ton,김포공항,구매,소형항공기운송사업
52,대한항공,HL8208,B777-300ER,37645,10.04.13,9,10.05.10,291,344.74ton,인천국제공항,임구,국제항공운송사업
53,대한항공,HL8209,B777-300ER,37646,10.05.16,9,10.06.09,291,344.74ton,인천국제공항,임구,국제항공운송사업
54,대한항공,HL9487,AW139,31294,10.05.06,9,10.06.15,8,6.4ton,김포공항,구매,소형항공기운송사업
55,대한항공,HL8222,B737-700,37660,09.07.27,9,10.07.14,16,77.6ton,김포공항,구매,소형항공기운송사업
56,대한항공,HL8210,B777-300ER,40377,10.06.23,8,10.07.16,291,344.74ton,인천국제공항,임구,국제항공운송사업
57,대한항공,HL8211,A330-200,1133,10.06.21,9,10.07.26,218,237.9ton,인천국제공항,임차,국제항공운송사업
58,대한항공,HL8212,A330-200,1155,10.08.30,8,10.09.29,218,238ton,인천국제공항,임차,국제항공운송사업
59,대한항공,HL8227,A330-200,1200,11.01.24,8,11.02.14,218,238ton,인천국제공항,임구,국제항공운송사업
60,대한항공,HL8228,A330-200,1203,11.01.31,8,11.03.07,218,238ton,인천국제공항,임구,국제항공운송사업
61,대한항공,HL8216,B777-300ER,37647,11.04.21,8,11.05.18,291,344.74ton,인천국제공항,임구,국제항공운송사업
62,대한항공,HL7611,A380-800,35,10.09.27,8,11.05.31,407,560ton,인천국제공항,임구,국제항공운송사업
63,대한항공,HL8217,B777-300ER,37648,11.05.15,8,11.06.07,291,344.74ton,제주국제공항,임구,국제항공운송사업
64,대한항공,HL8221,B737-900ER,37633,11.04.22,8,11.06.14,159,81.87ton,제주국제공항,임구,국제항공운송사업
65,대한항공,HL8223,B737-900ER,37634,11.06.08,8,11.06.28,159,81.87ton,제주국제공항,임구,국제항공운송사업
66,대한항공,HL7612,A380-800,39,10.11.08,8,11.07.13,407,560ton,인천국제공항,임구,국제항공운송사업
67,대한항공,HL7613,A380-800,59,10.11.24,8,11.08.19,407,560ton,인천국제공항,임구,국제항공운송사업
68,대한항공,HL8230,BD-700-1A10,9384,10.03.09,9,11.08.26,13,45132kg,인천국제공항,임구,소형항공기운송사업
69,대한항공,HL7614,A380-800,0068,11.02.08,8,11.09.07,407,560ton,인천국제공항,임구,국제항공운송사업
70,대한항공,HL8240,B737-800,39447,11.09.14,7,11.10.07,138,79.0ton,제주국제공항,임차,국제항공운송사업
71,대한항공,HL8218,B777-300ER,37649,11.10.26,7,11.11.21,291,344.74ton,인천국제공항,임구,국제항공운송사업
72,대한항공,HL7615,A380-800,0075,11.03.29,8,11.11.28,407,560ton,인천국제공항,임구,국제항공운송사업
73,대한항공,HL8241,B737-800,38129,11.11.07,7,11.11.30,138,79.0ton,인천국제공항,임차,국제항공운송사업
74,대한항공,HL7609,B747-8F,37132,12.01.10,7,12.02.06,8,442.2ton,인천국제공항,임구,국제항공운송사업
75,대한항공,HL8251,B777F,37639,12.01.10,7,12.02.06,8,347.8ton,인천국제공항,임구,국제항공운송사업
76,대한항공,HL8245,B737-800,38827,12.03.23,7,12.04.02,138,79ton,청주국제공항,임차,국제항공운송사업
77,대한항공,HL8248,B737-900ER,37635,12.05.05,7,12.05.18,159,81.64ton,청주국제공항,임구,국제항공운송사업
78,대한항공,HL8246,B737-800,41299,12.05.17,7,12.06.04,138,79ton,청주국제공항,임차,국제항공운송사업
79,대한항공,HL8249,B737-900ER,37636,12.06.07,7,12.06.25,159,81.64ton,청주국제공항,임구,국제항공운송사업
80,대한항공,HL8250,B777-300ER,37650,12.06.04,7,12.06.25,291,344.74ton,제주국제공항,임구,국제항공운송사업
81,대한항공,HL8252,B777F,37638,12.06.24,6,12.06.29,8,347.8ton,제주국제공항,임구,국제항공운송사업
82,대한항공,HL7610,B747-8F,37133,12.08.18,6,12.09.04,8,442.2ton,인천국제공항,임구,국제항공운송사업
83,대한항공,HL8247,B737-800,41300,12.10.01,6,12.10.22,138,79ton,청주국제공항,임차,국제항공운송사업
84,대한항공,HL7619,A380-800,0096,12.06.27,6,12.12.10,407,560ton,인천국제공항,임구,국제항공운송사업
85,대한항공,HL8226,B777F,37640,13.01.17,6,13.02.25,8,347.8ton,인천국제공항,임구,국제항공운송사업
86,대한항공,HL8274,B777-300ER,41998,13.02.09,6,13.02.28,291,344.74ton,인천국제공항,임구,국제항공운송사업
87,대한항공,HL8276,A330-200,1393,13.02.11,6,13.03.08,218,238ton,인천국제공항,구매,국제항공운송사업
88,대한항공,HL7617,B747-8F,37654,13.03.15,6,13.03.28,,442.2ton,인천국제공항,임구,국제항공운송사업
89,대한항공,HL8272,B737-900ER,42173,13.05.09,6,13.05.24,159,81.64ton,김포공항,임구,국제항공운송사업
90,대한항공,HL8273,B737-900ER,42174,13.05.24,6,13.06.07,159,81.64ton,김포공항,임구,국제항공운송사업
91,대한항공,HL8275,B777-300ER,37651,13.05.24,6,13.06.11,291,344.74ton,김포공항,임구,국제항공운송사업
92,대한항공,HL7621,A380-800,0126,13.01.24,6,13.08.28,407,560ton,인천국제공항,구매,국제항공운송사업
93,대한항공,HL7622,A380-800,0128,13.03.20,6,13.10.25,407,560ton,인천국제공항,임구,국제항공운송사업
94,대한항공,HL7624,B747-8F,37656,13.12.14,5,13.12.30,,447.69ton,인천국제공항,임구,국제항공운송사업
95,대한항공,HL8285,B777F,37641,14.01.13,5,14.02.24,,347.81ton,김포공항,임구,국제항공운송사업
96,대한항공,HL7623,B747-8F,37655,14.02.21,5,14.03.14,,447.69ton,인천국제공항,임구,국제항공운송사업
97,대한항공,HL7627,A380-800,0130,14.02.12,5,14.06.27,407,560ton,인천국제공항,구매,국제항공운송사업
98,대한항공,HL7628,A380-800,0156,14.03.05,5,14.07.28,407,560ton,인천국제공항,임구,국제항공운송사업
99,대한항공,HL8001,A330-300,1556,14.09.10,4,14.09.29,272,230ton,김포공항,임구,국제항공운송사업
100,대한항공,HL9609,AW139,31569,14.10.10,4,14.10.31,14,6400kg,김포공항,구매,소형항공기운송사업
101,대한항공,HL8002,A330-300,1576,14.10.31,4,14.11.28,272,230ton,김포공항,임구,국제항공운송사업
102,대한항공,HL8003,A330-300,1590,14.12.04,4,14.12.22,272,230ton,김포공항,임구,국제항공운송사업
103,대한항공,HL9610,AW139,31575,14.12.19,4,15.01.09,14,6400kg,김포공항,구매,소형항공기운송사업
104,대한항공,HL8005,B777F,37642,15.02.05,4,15.02.24,,347.81ton,김포공항,임차,국제항공운송사업
105,대한항공,HL8025,A330-300,1611,15.02.16,4,15.03.27,272,230ton,김포공항,임구,국제항공운송사업
106,대한항공,HL8010,B777-300ER,42120,15.04.08,4,15.04.29,291,344.74ton,김포공항,임차,국제항공운송사업
