SEQ,REG_CUSER,REG_SNO,AIR_TYPE,AIR_BUILD_NO,AIR_BUILD_DATE,AIR_AGE,REG_DATE,AIR_LIMIT_MAN,AIR_FLY_WEIGHT,REG_JANG,PROC_TYPE,PRJ_GBN
107,대한항공,HL8011,B777-300ER,42123,15.05.07,4,15.05.29,291,344.74ton,김포공항,구매,국제항공운송사업
108,대한항공,HL8026,A330-300,1638,15.06.10,4,15.06.24,272,230ton,김포공항,임구,국제항공운송사업
109,대한항공,HL7629,B747-8F,37657,15.06.10,4,15.06.30,,447.69ton,인천국제공항,임구,국제항공운송사업
110,대한항공,HL8006,B777-300ER,37652,15.06.24,3,15.07.23,291,344.74ton,김포공항,임구,국제항공운송사업
111,대한항공,HL8007,B777-300ER,43815,15.07.27,3,15.08.11,291,344.74ton,김포공항,임구,국제항공운송사업
112,대한항공,HL7630,B747-8,40905,15.07.20,3,15.08.25,368,447.69ton,인천국제공항,임구,국제항공운송사업
113,대한항공,HL8027,A330-300,1647,15.08.20,3,15.08.31,272,230ton,김포공항,임구,국제항공운송사업
114,대한항공,HL7631,B747-8,40906,15.08.24,3,15.09.30,368,447.69ton,인천국제공항,임구,국제항공운송사업
115,대한항공,HL8008,B777-300ER,43816,15.09.18,3,15.09.30,277,344.73ton,김포공항,임차,국제항공운송사업
116,대한항공,HL7632,B747-8,40907,15.09.29,3,15.10.27,368,447.69ton,인천국제공항,임구,국제항공운송사업
117,대한항공,HL7633,B747-8,40908,15.10.22,3,15.11.17,368,447.69ton,인천국제공항,임구,국제항공운송사업
118,대한항공,HL8009,B777-300ER,41999,15.12.05,3,15.12.23,277,344.73ton,김포공항,임구,국제항공운송사업
119,대한항공,HL7636,B747-8,60407,15.12.10,3,16.01.25,368,447.69ton,인천국제공항,임구,국제항공운송사업
120,대한항공,HL7638,B747-8,60408,16.04.26,3,16.05.26,368,447.69ton,인천국제공항,임구,국제항공운송사업
121,대한항공,HL8041,B777-300ER,60375,16.05.16,3,16.05.27,277,344.73ton,김포공항,임구,국제항공운송사업
122,대한항공,HL8075,B777F,62631,16.01.27,3,16.06.24,,347.81ton,김포공항,임차,국제항공운송사업
123,대한항공,HL7637,B747-8,40909,16.06.02,3,16.06.27,368,447.69ton,인천국제공항,임구,국제항공운송사업
124,대한항공,HL8042,B777-300ER,60376,16.06.02,3,16.06.28,277,344.73ton,김포공항,임구,국제항공운송사업
125,대한항공,HL8068,GVI,6199,16.03.29,3,16.08.23,13,46992kg,김포공항,임차,소형항공기운송사업
126,대한항공,HL8043,B777F,62693,16.08.14,2,16.08.31,,347.81ton,김포공항,임차,국제항공운송사업
127,대한항공,HL8044,B777F,62694,16.09.19,2,16.09.19,,347.81ton,김포공항,임차,국제항공운송사업
128,대한항공,HL8076,B777F,62632,16.09.23,2,16.10.28,,347.81ton,김포공항,임차,국제항공운송사업
129,대한항공,HL8045,B777F,62695,16.10.21,2,16.10.31,,347.81ton,김포공항,임차,국제항공운송사업
130,대한항공,HL8046,B777F,62696,16.11.23,2,16.12.19,,347.81ton,김포공항,임차,국제항공운송사업
131,대한항공,HL7639,B747-8F,37653,16.07.15,2,16.12.29,,447.69ton,인천국제공항,임구,국제항공운송사업
132,대한항공,HL8081,B787-9,34810,17.01.25,2,17.02.22,269,557000lbs,김포공항,임구,국제항공운송사업
133,대한항공,HL8082,B787-9,34811,17.03.30,2,17.04.25,269,557000lbs,제주국제공항,임구,국제항공운송사업
134,대한항공,HL7642,B747-8,60409,17.03.19,2,17.04.27,368,447.69ton,김포공항,임구,국제항공운송사업
135,대한항공,HL7643,B747-8,60410,17.04.28,2,17.05.23,368,447.69ton,인천국제공항,구매,국제항공운송사업
136,대한항공,HL8083,B787-9,34812,17.06.27,1,17.07.12,269,545000lbs,인천국제공항,임구,국제항공운송사업
137,대한항공,HL7644,B747-8,60411,17.06.23,1,17.07.31,368,447.69ton,김포공항,구매,국제항공운송사업
138,대한항공,HL8084,B787-9,34813,17.08.29,1,17.09.07,269,557000lbs,제주국제공항,임차,국제항공운송사업
139,대한항공,HL8077,B777F,62697,17.10.04,1,17.10.16,,347.81ton,제주국제공항,임차,국제항공운송사업
140,대한항공,HL8085,B787-9,34814,17.12.09,1,17.12.20,269,557000lbs,제주국제공항,임차,국제항공운송사업
141,대한항공,HL8092,BD500-1A11,55018,17.10.02,1,17.12.22,127,67585kg,청주국제공항,임구,국제항공운송사업
142,대한항공,HL8093,BD500-1A11,55019,17.11.07,1,17.12.29,127,67585kg,김포공항,임구,국제항공운송사업
143,대한항공,HL7202,B777-300ER,60377,18.01.16,1,18.02.06,277,344.73ton,인천국제공항,임구,국제항공운송사업
144,대한항공,HL7200,BD500-1A11,55022,18.01.25,1,18.03.13,127,67585kg,제주국제공항,임차,국제항공운송사업
145,대한항공,HL7203,B777-300ER,60378,18.02.06,1,18.03.20,277,344.73ton,김포공항,구매,국제항공운송사업
146,대한항공,HL7201,BD500-1A11,55024,18.03.25,1,18.03.29,127,67585kg,청주국제공항,임구,국제항공운송사업
147,대한항공,HL7204,B777-300ER,60380,18.03.10,1,18.03.30,277,344.73ton,제주국제공항,구매,국제항공운송사업
148,대한항공,HL7205,B777-300ER,60379,18.05.19,1,18.05.30,277,344.73ton,청주국제공항,임구,국제항공운송사업
149,대한항공,HL8313,BD500-1A11,55031,18.05.15,1,18.05.31,127,67585kg,대구공항,임구,국제항공운송사업
150,대한항공,HL7206,B787-9,34815,18.05.22,1,18.06.14,269,557000lbs,김포공항,임구,국제항공운송사업
151,대한항공,HL8311,BD500-1A11,55026,18.06.17,1,18.07.09,127,67585kg,김포공항,임구,국제항공운송사업
152,대한항공,HL7207,B787-9,34816,18.07.13,0,18.07.25,269,557000lbs,제주공항,구매,국제항공운송사업
153,대한항공,HL8312,BD500-1A11,55028,18.07.18,0,18.08.10,127,67585kg,제주국제공항,임구,국제항공운송사업
154,대한항공,HL7208,B787-9,34817,18.09.09,0,18.09.20,269,557000lbs,인천국제공항,임구,국제항공운송사업
155,대한항공,HL8314,BD500-1A11,55035,18.08.27,0,18.09.28,127,67585kg,인천국제공항,임구,국제항공운송사업
156,대한항공,HL7209,B787-9,34818,18.12.12,0,18.12.19,269,557000lbs,김포공항,임구,국제항공운송사업
157,대한항공,HL8315,BD500-1A11,55037,18.11.30,0,18.12.20,127,67585kg,김포공항,임구,국제항공운송사업
158,대한항공,HL8091,BD500-1A11,55049,19.01.21,0,19.02.28,127,67585kg,제주국제공항,임구,국제항공운송사업
159,대한항공,HL8345,B787-9,34819,19.02.19,0,19.03.12,269,557000lbs,제주공항,임구,국제항공운송사업
160,대한항공,HL8346,B777-300ER,63434,19.04.21,0,19.05.14,277,344.73ton,청주국제공항,구매,국제항공운송사업
161,대한항공,HL7502,C-560V,560-0294,95.05.23,24,95.06.07,7,7.394ton,제주비행훈련원,구매,자가용
162,대한항공,HL7501,C-560V,560-0292,95.05.26,24,95.06.22,9,7.394ton,제주비행훈련원,구매,자가용
163,대한항공,HL7503,C-560V,560-0297,95.06.23,24,95.07.11,7,7.394ton,제주비행훈련원,구매,자가용
164,대한항공,HL7504,C-560V,560-0300,95.07.14,23,95.08.07,7,7.394ton,제주비행훈련원,구매,자가용
165,대한항공,HL7550,A330-300,162,97.01.29,22,97.03.03,276,215.28ton,김포공항,구매,국제항공운송사업
166,대한항공,HL7530,B777-200,27945,97.01.31,22,97.03.21,248,286.9ton,인천국제공항,구매,국제항공운송사업
167,대한항공,HL7531,B777-200,27946,97.02.14,22,97.03.28,248,284.6ton,인천국제공항,구매,국제항공운송사업
168,대한항공,HL7551,A330-300,172,97.04.28,22,97.05.30,276,215.28ton,김포공항,구매,국제항공운송사업
169,대한항공,HL7461,B747-400,26405,97.05.26,22,97.06.24,365,388.7ton,김해공항,구매,국제항공운송사업
170,대한항공,HL7524,A330-300,206,98.05.06,21,98.06.19,276,215.28ton,김포공항,구매,국제항공운송사업
171,대한항공,HL7525,A330-300,219,98.05.12,21,98.06.26,276,215.28ton,김포공항,구매,국제항공운송사업
172,대한항공,HL7538,A330-200,222,98.07.10,20,98.08.31,218,228.18ton,인천국제공항,임차,국제항공운송사업
173,대한항공,HL7539,A330-200,226,98.08.21,20,98.09.08,218,228.18ton,인천국제공항,임차,국제항공운송사업
174,대한항공,HL7540,A330-300,241,98.11.12,20,98.11.30,276,215.28ton,김포공항,구매,국제항공운송사업
175,대한항공,HL7526,B777-200,27947,98.05.28,21,98.12.29,248,286.9ton,인천국제공항,구매,국제항공운송사업
176,대한항공,HL7402,B747-400,26407,98.04.05,21,98.12.30,365,388.73ton,김포공항,구매,국제항공운송사업
177,대한항공,HL7552,A330-200,258,99.02.09,20,99.03.12,218,228.18ton,김해공항,임차,국제항공운송사업
178,대한항공,HL7553,A330-300,267,99.04.16,20,99.06.04,276,215.28ton,인천국제공항,구매,국제항공운송사업
179,대한항공,HL7532,B777-300,28371,98.08.13,20,99.08.12,338,272.97ton,인천국제공항,구매,국제항공운송사업
180,대한항공,HL7533,B777-300,27948,98.10.21,20,99.08.12,338,272.97ton,인천국제공항,구매,국제항공운송사업
181,대한항공,HL7554,A330-300,256,99.01.04,20,99.08.30,276,215.28ton,김포공항,구매,국제항공운송사업
182,대한항공,HL7534,B777-300,27950,98.01.04,21,99.12.28,338,272.97ton,인천국제공항,구매,국제항공운송사업
1,동광지엔티,HL1076,TU-206G,U20606801,83.11.18,35,04.08.25,6,1.633ton,김포공항,구매,항공기사용사업
2,동광지엔티,HL1277,T-206H,T20608366,02.05.22,17,18.05.28,6,1710kg,김포공항,구매,항공기사용사업
1,문화방송,HL9228,BELL412-EP,36129,96.11.22,22,96.11.22,9,5.397ton,김포공항,구매,자가용
1,미도지리정보,HL1139,T-206H,T20608992,10.06.15,9,11.05.25,6,1723kg,김포공항,구매,항공기사용사업
1,범아엔지니어링,HL5112,C-208B,208b1131,05.05.26,14,07.08.28,14,3.969ton,김포공항,임차,항공기사용사업
1,부산광역시,HL9454,BK117B-2,1115,97.04.23,22,07.12.06,10,3.35ton,부산시 해운대,구매,자가용
2,부산광역시,HL9499,AW139,41533,18.02.06,1,18.03.30,14,7000kg,부산시 해운대,구매,자가용
1,비행점검센터,HL7778,HAWKER 750,HB-74,11.12.07,7,13.03.25,8,12247kg,김포공항,구매,자가용
2,비행점검센터,HL7577,CL-600-2B16,5182,95.06.13,24,96.09.05,11,20.460ton,김포공항,구매,자가용
1,산림청,HL9176,BELL206L-3,51241,98.03.10,21,07.11.29,7,1.882ton,충남 청양,구매,자가용
2,산림청,HL9177,BELL206L-3,51242,88.04.21,31,07.11.29,7,1.882ton,경남 함양,구매,자가용
3,산림청,HL9178,BELL206L-3,51363,90.06.21,29,07.11.29,7,1.882ton,충남 청양,구매,자가용
4,산림청,HL9179,BELL206L-3,51563,92.03.26,27,07.11.29,7,1.882ton,경남 양산,구매,자가용
5,산림청,HL9180,BELL206L-3,51564,92.03.25,27,07.11.29,7,1.882ton,경남 함양,구매,자가용
6,산림청,HL9181,AS-350B2,2686,92.11.12,26,07.11.29,6,2.250ton,김포공항,구매,자가용
7,산림청,HL9183,AS-350B2,2688,93.02.12,26,07.11.29,6,2.25ton,강릉,구매,자가용
8,산림청,HL9184,AS-350B2,3742,03.09.22,15,07.11.29,6,2.25ton,울진비행장,구매,자가용
9,산림청,HL9409,KA-32T,9007,93.01.30,26,07.11.29,18,11ton,충남 청양,구매,자가용
10,산림청,HL9410,KA-32T,9008,93.01.30,26,07.11.29,18,11ton,경북안동,구매,자가용
11,산림청,HL9411,KA-32T,9201,95.03.02,24,07.11.29,18,11ton,경남 함양,구매,자가용
12,산림청,HL9412,KA-32T,9202,05.03.02,14,07.11.29,18,11ton,김포공항,구매,자가용
13,산림청,HL9414,KA-32T,9203,95.03.27,24,07.11.29,18,11ton,강원도 원주시 태장동,구매,자가용
14,산림청,HL9415,KA-32T,9010,93.04.14,26,07.11.29,18,11ton,경남 양산,구매,자가용
15,산림청,HL9416,KA-32T,9205,96.05.14,23,07.11.29,18,11ton,경남 함양,구매,자가용
16,산림청,HL9417,KA-32T,9206,96.05.13,23,07.11.29,18,11ton,충북 진천,구매,자가용
17,산림청,HL9418,KA-32T,9604,97.09.30,21,07.11.29,18,11ton,전북 익산,구매,자가용
18,산림청,HL9419,KA-32T,9605,97.10.08,21,07.11.29,18,11ton,김포공항,구매,자가용
19,산림청,HL9420,KA-32T,9606,97.10.08,21,07.11.29,18,11ton,울진비행장,구매,자가용
20,산림청,HL9421,KA-32T,9607,97.12.02,21,07.11.29,18,11ton,강릉,구매,자가용
21,산림청,HL9422,KA-32T,9608,97.12.17,21,07.11.29,18,11ton,경북안동,구매,자가용
22,산림청,HL9423,KA-32T,9609,98.09.19,20,07.11.29,18,11ton,원주,구매,자가용
23,산림청,HL9424,KA-32T,9610,99.01.01,20,07.11.29,18,11ton,전남 영암,구매,자가용
24,산림청,HL9425,KA-32T,9612,99.01.06,20,07.11.29,18,11ton,충남 청양,구매,자가용
25,산림청,HL9426,KA-32T,9613,99.09.25,19,07.11.29,18,11ton,울진비행장,구매,자가용
26,산림청,HL9427,KA-32T,9614,99.09.26,19,07.11.29,18,11ton,충북 진천,구매,자가용
27,산림청,HL9428,KA-32T,9615,00.09.20,18,07.11.29,18,11ton,강릉,구매,자가용
28,산림청,HL9429,KA-32T,9616,00.09.29,18,07.11.29,18,11ton,경남 양산,구매,자가용
29,산림청,HL9430,KA-32T,9619,01.10.29,17,07.11.29,18,11ton,전남 영암,구매,자가용
30,산림청,HL9431,KA-32T,9620,01.12.21,17,07.11.29,18,11ton,원주,구매,자가용
31,산림청,HL9432,KA-32T,9621,03.02.16,16,07.11.29,18,11ton,경북안동,구매,자가용
32,산림청,HL9433,KA-32T,9622,03.02.22,16,07.11.29,18,11ton,전북 익산,구매,자가용
33,산림청,HL9434,KA-32T,9623,04.12.05,14,07.11.29,18,11ton,충북 진천,구매,자가용
34,산림청,HL9435,KA-32T,9627,05.10.04,13,07.11.29,18,11ton,강릉,구매,자가용
35,산림청,HL9436,KA-32T,9711,06.03.28,13,07.11.29,18,11ton,제주도,구매,자가용
36,산림청,HL9437,KA-32A,9802,06.11.29,12,07.11.29,18,11ton,경남 함양,구매,자가용
37,산림청,HL9442,S-64E,64019,01.12.19,17,07.11.29,5,19.051ton,경북안동,구매,자가용
38,산림청,HL9443,S-64E,64038,06.08.10,12,07.11.29,5,64038ton,충북 진천,구매,자가용
39,산림청,HL9444,S-64E,64027,07.06.30,11,07.11.29,5,19.051ton,전북 익산,구매,자가용
40,산림청,HL9481,KA-32A,9821,08.12.27,10,09.01.20,16,11ton,김포공항,구매,자가용
41,산림청,HL9486,KA-32A,9822,09.12.10,9,09.12.28,16,11ton,원주 산림항공관리본부,구매,자가용
42,산림청,HL9193,AS-350B2,7207,11.08.17,7,11.09.26,6,2250kg,김포공항,구매,자가용
43,산림청,HL9608,BELL412SP,33152,87.10.31,31,14.04.29,15,5397kg,원주,구매,자가용
44,산림청,HL9305,BELL206L-3,51450,91.04.30,28,14.06.10,7,1882kg,경남 양산,구매,자가용
45,산림청,HL9306,BELL206L-3,51450,91.04.30,28,14.06.10,7,1882kg,경남 양산,구매,자가용
1,산림항공본부,HL9632,KUH-1FS,KUH-1FS-17-001,18.03.26,1,18.04.05,12,8709kg,전남 영암,구매,자가용
2,산림항공본부,HL9650,S-64E,64028,18.06.25,0,18.10.15,5,19051.2kg,원주,구매,자가용
1,삼부기술,HL1093,T-206H,T20608368,03.03.27,16,04.12.18,6,1.724ton,김포공항,구매,항공기사용사업
1,삼성병원,HL9274,EC-155B1,6752,06.11.13,12,06.12.14,6,4920kg,김포공항,구매,자가용
1,삼아항업,HL5116,C-208B,208B1122,05.04.07,14,09.02.10,11,3969kg,김포공항,구매,항공기사용사업
1,삼주이엔지,HL9198,AS-350B2,2987,97.07.03,21,12.01.20,6,2250kg,김해공항,구매,항공기사용사업
2,삼주이엔지,HL9308,AMT UH1H,73-22068,74.09.10,44,16.07.21,13,4319kg,김해공항,구매,항공기사용사업
1,새한항업(주),HL5113,C-208B,208B0949,02.04.19,17,07.10.01,11,4111kg,김포공항,구매,항공기사용사업
1,서**(833),HL1250,C23,M-1997,97.12.20,21,15.10.13,4,1111kg,김포공항,구매,자가용
1,서**(834),HL1108,M20R,29-0050,95.05.27,24,07.11.29,4,1.528ton,한서대학교 태안비행장,구매,자가용
1,서광항업(주),HL1113,T-206H,T20608405,03.08.20,15,09.07.17,6,3800lbs,김포공항,구매,항공기사용사업
1,서울시,HL9186,BELL206L-3,51347,90.03.30,29,07.11.23,7,1932kg,김포공항,구매,자가용
2,서울시,HL9447,AS-365N2,6518,97.07.10,21,07.11.23,14,4.25ton,김포공항,구매,자가용
3,서울시,HL9448,AS-365N2,6535,99.10.16,19,07.11.23,14,4.25ton,김포공항,구매,자가용
4,서울시,HL9639,AW189,49057,18.09.26,0,18.12.30,18,8600kg,김포공항,구매,자가용
1,세진항공,HL9187,BELL206L-3,51440,91.04.30,28,07.11.15,7,1882kg,한서대학교 태안비행장,구매,항공기사용사업
2,세진항공,HL9601,BO105 S,S-741,86.02.13,33,12.09.07,5,2500kg,한서대학교 태안비행장,구매,항공기사용사업
3,세진항공,HL9602,BO105 S,S-12,71.09.21,47,13.01.02,5,2500kg,한서대학교 태안비행장,구매,항공기사용사업
4,세진항공,HL9612,BO105 S,S-928,97.05.09,22,14.12.11,5,2500kg,한서대학교 태안비행장,구매,항공기사용사업
5,세진항공,HL9618,BO105 S,S-13,71.09.28,47,15.12.04,5,2500kg,한서대학교 태안비행장,구매,항공기사용사업
6,세진항공,HL9641,S-76A,760093,80.10.22,38,17.11.13,14,4899kg,한서대학교 태안비행장,구매,항공기사용사업
7,세진항공,HL9642,S-76A,760191,81.08.21,37,17.11.13,14,4899kg,한서대학교 태안비행장,구매,항공기사용사업
8,세진항공,HL9630,BO105 S,S-891,94.06.10,25,17.12.21,5,2500kg,한서대학교 태안비행장,구매,항공기사용사업
9,세진항공,HL9646,S-76B,760391,92.01.16,27,18.10.13,14,5307kg,한서대학교 태안비행장,구매,항공기사용사업
10,세진항공,HL9647,S-76B,760413,93.04.27,26,18.10.15,14,5307kg,한서대학교 태안비행장,구매,항공기사용사업
1,숭선학원,HL1184,SR20,1382,03.11.20,15,14.03.10,4,1361kg,김포공항,구매,항공기사용사업
1,스타항공,HL9607,MI-2,548720064,84.06.28,35,13.08.27,9,3550kg,예천군 감천면,임차,항공기사용사업
1,스페이스,HL5241,PA-31T,31T-7920028,79.01.23,40,18.09.11,7,9000lbs,김포공항,구매,항공기사용사업
1,신한항업,HL5117,C-208B,208B1123,05.04.18,14,09.07.17,11,3.969ton,김포공항,구매,항공기사용사업
1,써니항공,HL1157,C-172R,17280627,98.06.24,21,12.02.03,4,2450lbs,무안공항,구매,항공기사용사업
2,써니항공,HL2043,DA 42,42.AC094,07.11.01,11,15.07.14,4,1785kg,김포공항,구매,항공기사용사업
3,써니항공,HL1249,C-172S,172S10340,06.10.23,12,16.09.02,4,2550lbs,김포공항,구매,항공기사용사업
4,써니항공,HL2024,PA31-350,31-7852111,78.06.20,41,95.12.21,10,3.175ton,김포공항,구매,항공기사용사업
1,씨러스에비에이션,HL1263,SR22,1453,16.11.03,2,16.12.12,4,1542kg,김포공항,구매,항공기사용사업
1,씨에이엠,HL1278,LAKE 250,86,88.11.17,30,18.01.12,6,3140lbs,김포공항,구매,자가용
1,씨웨스트항공,HL1104,Z142,0393,85.03.15,34,07.05.29,2,1.09ton,한서대학교 태안비행장,구매,항공기사용사업
1,아리울항공교육원(유),HL1121,C-152,15282097,78.08.14,40,10.01.07,2,1670lbs,강원도 양양,구매,항공기사용사업
1,아세아항측,HL5114,C-208B,208B1261,07.07.19,11,07.10.25,14,8750lbs,김포공항,구매,항공기사용사업
1,아시아나항공,HL7594,A321-100,1356,00.11.02,18,00.11.15,200,78.0ton,대구공항,임차,국제항공운송사업
2,아시아나항공,HL7703,A321-100,1511,01.05.10,18,01.06.13,200,78.0ton,광주공항,임차,국제항공운송사업
3,아시아나항공,HL7436,B747-400F,29170,02.05.01,17,02.05.23,8,394.6ton,인천국제공항,임차,국제항공운송사업
4,아시아나항공,HL7700,B777-200,30859,02.05.08,17,02.05.24,294,293.9ton,김포공항,임구,국제항공운송사업
5,아시아나항공,HL7732,B777-200,29174,04.05.20,15,04.05.27,294,293.9ton,인천국제공항,임구,국제항공운송사업
6,아시아나항공,HL7736,A330-300,0640,04.11.10,14,04.12.20,290,230ton,인천국제공항,임차,국제항공운송사업
7,아시아나항공,HL7737,A320-200,2397,05.03.01,14,05.03.25,156,75.29ton,김포공항,임차,국제항공운송사업
8,아시아나항공,HL7738,A320-200,2459,05.05.27,14,05.06.24,156,75.29ton,김해공항,임차,국제항공운송사업
9,아시아나항공,HL7740,A330-300,0676,05.05.31,14,05.07.13,290,230ton,인천국제공항,임차,국제항공운송사업
10,아시아나항공,HL7739,B777-200,29175,05.07.12,13,05.08.04,295,286.9ton,인천국제공항,구매,국제항공운송사업
11,아시아나항공,HL7741,A330-300,0708,05.11.12,13,05.12.12,290,230ton,제주국제공항,임차,국제항공운송사업
12,아시아나항공,HL7746,A330-300,0772,06.06.02,13,06.07.12,290,176ton,김포공항,임차,국제항공운송사업
13,아시아나항공,HL7747,A330-300,0803,06.11.15,12,06.12.18,290,230ton,김해공항,임차,국제항공운송사업
14,아시아나항공,HL7755,B777-200,30861,07.06.14,12,07.06.28,295,286.9ton,제주국제공항,임구,국제항공운송사업
15,아시아나항공,HL7754,A330-300,0845,07.06.20,12,07.07.11,290,195ton,인천국제공항,임차,국제항공운송사업
16,아시아나항공,HL7756,B777-200,30860,07.08.20,11,07.08.28,295,286.9ton,김포공항,임구,국제항공운송사업
17,아시아나항공,HL7769,A320-200,3437,08.02.22,11,08.03.17,156,75.5ton,광주공항,임차,국제항공운송사업
18,아시아나항공,HL7772,A320-200,3483,08.04.11,11,08.05.06,156,75.5ton,김해공항,임차,국제항공운송사업
19,아시아나항공,HL7773,A320-200,3496,08.04.30,11,08.05.26,156,75.5ton,제주국제공항,임차,국제항공운송사업
20,아시아나항공,HL7776,A320-200,3641,08.09.23,10,08.10.10,156,75.5ton,인천국제공항,임차,국제항공운송사업
21,아시아나항공,HL7775,B777-200,30862,08.11.14,10,08.11.25,262,297.6ton,김포공항,임구,국제항공운송사업
22,아시아나항공,HL7792,A330-300,1001,09.03.05,10,09.04.23,290,195ton,김포공항,임차,국제항공운송사업
23,아시아나항공,HL7788,A320-200,3873,09.04.03,10,09.04.30,156,75.5ton,인천국제공항,임차,국제항공운송사업
24,아시아나항공,HL7793,A330-300,1055,09.09.10,9,09.10.27,290,195ton,제주국제공항,임차,국제항공운송사업
25,아시아나항공,HL7791,B777-200,35525,10.03.08,9,10.03.29,262,297.6ton,김포공항,임구,국제항공운송사업
26,아시아나항공,HL7794,A330-300,1151,10.08.31,8,10.09.27,275,233ton,인천국제공항,임차,국제항공운송사업
27,아시아나항공,HL7616,B747-400F,33748,04.09.17,14,10.12.17,8,397ton,인천국제공항,임차,국제항공운송사업
28,아시아나항공,HL8236,A321-200,1174,00.02.22,19,11.01.31,195,89ton,김포공항,임차,국제항공운송사업
29,아시아나항공,HL7795,A330-300,1211,11.02.25,8,11.03.23,275,233ton,제주국제공항,임차,국제항공운송사업
30,아시아나항공,HL8256,A321-200,5169,12.05.18,7,12.05.25,171,89ton,제주국제공항,임차,국제항공운송사업
31,아시아나항공,HL7620,B747-400(BDSF),29375,99.09.07,19,12.06.28,8,397ton,인천국제공항,임차,국제항공운송사업
32,아시아나항공,HL8257,A321-200,5173,12.06.23,6,12.06.30,171,89ton,제주국제공항,임차,국제항공운송사업
33,아시아나항공,HL8258,A330-300,1326,12.06.11,7,12.07.03,275,235ton,광주공항,임차,국제항공운송사업
34,아시아나항공,HL8254,B777-200,40198,12.06.19,7,12.07.18,246,297.6ton,인천국제공항,임구,국제항공운송사업
35,아시아나항공,HL7618,B747-400(BDSF),26343,92.05.30,27,12.08.20,6,397ton,인천국제공항,임차,국제항공운송사업
36,아시아나항공,HL8259,A330-300,1340,12.07.24,6,12.09.12,275,235ton,인천국제공항,임차,국제항공운송사업
37,아시아나항공,HL8265,A321-200,5287,12.08.27,6,12.09.12,171,89ton,인천국제공항,임차,국제항공운송사업
38,아시아나항공,HL8267,A321-200,5382,12.12.06,6,12.12.13,171,89ton,인천국제공항,임차,국제항공운송사업
39,아시아나항공,HL8277,A321-200,5462,13.01.30,6,13.02.06,171,89ton,인천국제공항,임차,국제항공운송사업
40,아시아나항공,HL8278,A321-200,5500,13.02.22,6,13.03.11,171,89ton,제주국제공항,임차,국제항공운송사업
41,아시아나항공,HL8279,A321-200,5636,13.05.21,6,13.06.03,171,89ton,인천국제공항,임차,국제항공운송사업
42,아시아나항공,HL8282,A330-300,1435,13.06.24,5,13.07.15,290,230ton,인천국제공항,임차,국제항공운송사업
43,아시아나항공,HL8284,B777-200,40199,13.07.17,5,13.07.26,246,297.6ton,김포공항,임차,국제항공운송사업
44,아시아나항공,HL8286,A330-300,1464,13.10.22,5,13.11.13,290,230ton,김포공항,임차,국제항공운송사업
